weather_date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,windspeed_10m_max,weathercode,orders_cnt,orders_value_sum
2023-01-01,15.9,7.1,11.3,0.0,0.0,11.9,3,78,4616.15
2023-01-03,9.9,2.5,7.4,0.9,0.9,5.8,51,60,3320.0
2023-01-04,10.7,1.6,6.8,0.5,0.5,17.2,51,64,3832.85
2023-01-05,12.3,5.7,9.9,4.8,4.8,21.4,63,56,3218.2
2023-01-06,11.4,4.4,8.2,0.0,0.0,9.7,3,66,3924.95
2023-01-07,11.2,2.8,5.8,0.0,0.0,11.2,3,74,5177.05
2023-01-08,8.1,2.8,6.3,22.8,22.8,10.9,63,96,5795.1
2023-01-10,7.4,2.7,4.9,0.6,0.6,23.6,51,36,1789.3
2023-01-11,10.6,5.8,8.2,2.6,2.6,20.3,53,41,2430.2
2023-01-12,10.6,4.5,8.0,0.0,0.0,22.5,3,47,2835.65
2023-01-13,10.9,5.7,8.5,10.0,10.0,22.4,63,85,5359.6
2023-01-14,10.1,4.4,7.6,3.7,3.7,20.5,61,88,5809.25
2023-01-15,11.6,2.2,6.3,10.0,10.0,30.6,63,98,6089.15
2023-01-16,6.8,1.8,3.8,3.1,2.6,34.0,73,20,1061.5
2023-01-17,3.3,-1.7,1.2,5.3,2.8,15.8,73,37,2137.5
2023-01-18,1.9,-2.2,0.5,4.6,0.6,14.7,73,49,2985.1
2023-01-19,2.0,-5.6,-2.2,0.1,0.0,11.3,71,43,2405.15
2023-01-20,1.4,-5.4,-2.6,0.6,0.0,8.7,71,71,4594.5
2023-01-21,1.8,-5.3,-2.4,0.3,0.0,17.3,71,85,5205.6
2023-01-22,2.0,-1.8,-0.3,1.7,0.0,13.7,71,87,5740.15
2023-01-23,3.0,-2.3,0.9,0.1,0.0,22.2,71,35,1925.55
2023-01-24,4.2,1.6,2.9,0.1,0.1,12.3,51,50,2748.75
2023-01-25,2.7,0.8,2.1,0.3,0.3,9.6,51,56,3346.55
2023-01-26,1.0,-1.2,-0.0,0.0,0.0,12.1,3,55,3088.85
2023-01-27,2.3,-2.7,-0.7,0.0,0.0,12.7,3,87,5198.4
2023-01-28,3.2,-2.5,0.5,0.0,0.0,14.0,3,81,5109.2
2023-01-29,2.1,-3.2,-1.1,0.0,0.0,7.7,3,92,5598.8
2023-01-30,3.9,-3.3,0.7,0.0,0.0,16.7,3,38,2074.3
2023-01-31,5.1,-1.2,2.9,0.4,0.4,15.2,51,35,1802.8
2023-02-01,6.0,3.4,4.6,0.5,0.5,23.2,51,40,2070.65
2023-02-02,7.2,3.5,4.9,0.4,0.4,20.2,51,38,2220.3
2023-02-03,8.9,3.8,6.3,0.0,0.0,22.0,3,85,5201.3
2023-02-04,7.4,2.0,6.0,1.7,1.7,18.2,51,83,5198.2
2023-02-05,5.1,0.1,3.3,6.1,6.1,12.4,61,115,7275.7
2023-02-06,4.7,-0.4,2.8,1.7,1.6,17.7,71,45,2606.15
2023-02-07,4.0,-3.2,-0.2,0.0,0.0,10.5,1,39,2288.8
2023-02-08,2.5,-6.4,-2.3,0.0,0.0,7.1,0,39,2452.4
2023-02-09,5.6,-5.0,-1.1,0.0,0.0,9.7,2,49,3084.9
2023-02-10,5.7,-4.6,0.1,0.0,0.0,7.9,3,81,4838.8
2023-02-11,7.6,-4.6,1.4,0.0,0.0,8.3,3,67,4357.25
2023-02-12,9.1,-3.6,1.8,0.0,0.0,10.4,1,97,6009.2
2023-02-13,10.1,-1.9,2.7,0.0,0.0,11.7,3,32,1888.4
2023-02-14,9.9,-3.2,1.7,0.0,0.0,13.0,1,88,5137.75
2023-02-15,11.8,-2.8,2.6,0.0,0.0,10.0,3,33,1880.6
2023-02-16,14.2,-3.5,3.8,0.0,0.0,10.1,3,56,3173.05
2023-02-17,11.9,5.2,7.9,0.2,0.2,11.3,51,69,4449.45
2023-02-18,13.7,7.8,10.5,0.0,0.0,25.2,3,77,4383.45
2023-02-19,10.9,6.0,8.9,0.5,0.5,19.4,51,81,4339.45
2023-02-20,13.6,1.9,7.2,0.0,0.0,8.9,3,40,2059.05
2023-02-21,14.8,-0.9,5.6,0.0,0.0,12.6,3,42,2502.25
2023-02-22,12.6,-0.2,5.8,2.7,2.7,13.8,53,45,2352.75
2023-02-23,13.4,3.8,7.9,0.8,0.8,8.2,53,59,3087.0
2023-02-24,12.9,3.8,7.6,2.2,2.2,13.0,61,96,5677.45
2023-02-25,7.6,-0.5,4.3,2.1,2.1,18.7,53,77,5091.95
2023-02-26,3.2,-3.4,0.1,0.1,0.0,29.1,71,72,4462.75
2023-03-01,5.1,-3.2,0.8,0.0,0.0,10.8,3,78,4674.05
2023-03-02,5.4,-0.8,1.9,0.0,0.0,7.5,3,65,3719.05
2023-03-03,8.3,-2.7,2.8,0.0,0.0,7.8,3,74,4306.1
2023-03-04,6.7,-1.5,1.6,0.0,0.0,11.8,3,76,4411.2
2023-03-05,6.8,-3.3,1.6,0.0,0.0,11.2,3,112,7566.1
2023-03-06,6.2,-1.8,2.2,0.0,0.0,17.0,3,36,2126.05
2023-03-07,8.3,-2.0,3.7,0.0,0.0,20.0,3,37,2249.4
2023-03-08,12.4,0.3,7.7,1.8,1.8,32.4,55,49,3042.5
2023-03-09,15.6,7.8,10.8,9.5,9.5,30.5,63,59,2953.3
2023-03-10,10.5,4.0,8.1,15.4,15.4,33.4,61,78,3887.8
2023-03-11,5.2,1.1,3.2,5.2,2.8,14.5,73,90,5711.7
2023-03-12,12.4,4.0,7.3,2.7,2.7,23.4,53,83,5478.9
2023-03-13,20.4,5.0,13.4,19.5,19.5,18.6,63,38,2169.75
2023-03-14,11.3,4.1,8.1,10.2,9.0,31.5,73,44,2501.75
2023-03-15,9.1,0.0,4.6,0.6,0.6,20.3,51,37,2055.5
2023-03-16,13.4,-0.3,5.9,0.0,0.0,15.5,3,57,3244.25
2023-03-17,18.7,2.5,10.5,0.0,0.0,11.9,3,61,3554.2
2023-03-18,16.4,2.5,9.8,0.1,0.1,8.8,51,56,3547.45
2023-03-19,13.2,5.2,9.6,9.6,9.6,15.2,63,86,4738.35
2023-03-20,13.5,4.6,8.6,0.2,0.2,8.7,51,33,1957.5
2023-03-21,15.5,2.2,8.7,0.2,0.2,7.4,51,44,2208.25
2023-03-22,18.2,4.6,11.0,0.5,0.5,12.7,53,32,1843.6
2023-03-23,16.8,8.9,12.9,0.4,0.4,13.0,51,49,2713.15
2023-03-24,14.8,9.1,12.1,13.5,13.5,21.0,63,102,6116.95
2023-03-25,12.6,7.2,9.4,4.3,4.3,32.6,61,80,5219.15
2023-03-26,13.0,3.9,8.6,11.0,10.0,25.7,73,91,5067.7
2023-03-27,7.3,1.5,5.0,4.8,3.8,20.5,73,34,1869.1
2023-03-28,11.2,-1.4,5.5,0.1,0.1,8.9,51,34,1991.05
2023-03-29,18.9,6.2,12.1,5.6,5.6,15.7,63,49,2544.1
2023-03-30,17.6,10.7,13.8,3.5,3.5,26.7,55,42,2200.9
2023-03-31,14.5,9.0,11.5,8.0,8.0,32.7,61,100,6305.7
2023-04-01,11.4,6.1,8.5,8.5,8.3,27.4,71,88,5665.9
2023-04-02,11.5,5.8,8.3,2.1,2.1,12.8,53,74,4572.0
2023-04-03,7.9,2.5,5.6,3.5,3.5,17.5,53,42,2437.6
2023-04-04,9.2,-2.1,3.4,0.0,0.0,12.0,1,50,3051.8
2023-04-05,8.9,-0.1,4.1,0.0,0.0,9.9,3,59,3087.15
2023-04-06,12.1,-3.0,5.8,0.1,0.1,8.7,51,63,3801.2
2023-04-07,7.8,2.2,5.3,15.9,13.5,10.2,73,61,3459.25
2023-04-08,11.9,1.6,7.0,0.3,0.3,11.2,51,58,3476.6
2023-04-09,14.1,3.0,8.0,0.0,0.0,13.7,3,51,2950.15
2023-04-10,17.4,3.3,10.4,0.2,0.2,13.0,51,78,4308.4
2023-04-11,12.9,8.7,10.7,9.2,9.2,20.9,63,43,2726.25
2023-04-12,14.7,7.6,10.5,4.6,4.6,22.3,55,38,2149.6
2023-04-13,9.8,3.5,6.6,2.3,2.3,16.3,53,56,3661.25
2023-04-14,12.4,2.2,7.3,0.9,0.9,11.2,51,79,4549.7
2023-04-15,10.6,3.2,7.5,4.8,4.8,15.0,53,76,4708.45
2023-04-16,9.9,5.8,7.8,5.0,5.0,12.9,53,84,5057.7
2023-04-17,12.2,5.7,8.9,9.1,9.1,13.0,63,34,1823.1
2023-04-18,13.4,5.5,8.9,0.3,0.3,11.8,51,36,2004.35
2023-04-19,13.1,5.3,9.6,4.3,4.3,16.9,61,43,2336.25
2023-04-20,9.8,3.2,6.9,2.0,2.0,12.6,53,35,1860.45
2023-04-21,14.0,1.7,8.5,1.0,1.0,12.2,53,87,5023.5
2023-04-22,20.1,6.9,12.8,5.4,5.4,16.0,61,81,5284.55
2023-04-23,17.9,9.3,13.0,8.9,8.9,16.2,61,77,4551.75
2023-04-24,12.5,6.7,10.1,3.9,3.9,25.7,61,47,2383.4
2023-04-25,12.2,4.6,7.9,8.8,8.8,18.2,61,49,2600.6
2023-04-26,14.1,2.9,8.7,0.3,0.3,7.7,51,49,2778.25
2023-04-27,18.8,6.5,12.8,0.8,0.8,6.3,53,55,3121.15
2023-04-28,19.8,11.1,14.5,12.1,12.1,17.0,61,84,5196.0
2023-04-29,18.6,10.3,14.1,5.7,5.7,16.6,63,52,3665.1
2023-04-30,17.0,8.4,12.9,0.3,0.3,12.3,51,84,5085.1
2023-05-01,15.9,9.9,12.4,7.7,7.7,13.3,63,109,6802.4
